key	values001	values002
Utilities	1222747200000	0
Utilities	1225425600000	0
Utilities	1228021200000	0
Utilities	1230699600000	0
Utilities	1233378000000	0
Utilities	1235797200000	0
Utilities	1238472000000	0
Utilities	1241064000000	0
Utilities	1243742400000	0
Utilities	1246334400000	0
Utilities	1249012800000	0
Utilities	1251691200000	0
Utilities	1254283200000	0
Utilities	1256961600000	0
Utilities	1259557200000	0
Utilities	1262235600000	0
Utilities	1264914000000	0
Utilities	1267333200000	0
Utilities	1270008000000	0
Utilities	1272600000000	0
Utilities	1275278400000	0
Utilities	1277870400000	0
Utilities	1280548800000	0
Utilities	1283227200000	0
Utilities	1285819200000	0
Utilities	1288497600000	0
Utilities	1291093200000	0
Utilities	1293771600000	0
Utilities	1296450000000	0
Utilities	1298869200000	0
Utilities	1301544000000	0
Utilities	1304136000000	0
Utilities	1306814400000	0
Utilities	1309406400000	0
Utilities	1312084800000	0
Utilities	1314763200000	0
Utilities	1317355200000	0
Utilities	1320033600000	0
Utilities	1322629200000	0
Utilities	1325307600000	0
Utilities	1327986000000	0
Utilities	1330491600000	0
Utilities	1333166400000	0
Utilities	1335758400000	0
Utilities	1338436800000	0
